Index,Textual Faithfulness,Frame Consistency,Video Fidelity,Source Video,Edited Video,key,tasks,target_dirs,models,caption,editing_prompt,Textual Faithfulness_w1,Textual Faithfulness_w2,Textual Faithfulness_w3,Textual Faithfulness_w4,Frame Consistency_w1,Frame Consistency_w2,Frame Consistency_w3,Frame Consistency_w4,Video Fidelity_w1,Video Fidelity_w2,Video Fidelity_w3,Video Fidelity_w4
4055,4,3.5,3.5,boxing,boxing_4_v_4,boxing,Style_Overall,Style_Overall/Tune-A-Video,Tune-A-Video,Two boxers are boxing in the ring,"Two boxers are boxing in the ring, in Abstract style",4,4,5,3,4,3,4,3,3,4,4,3
4056,3.75,3.5,2.75,butterfly,butterfly_4_v_4,butterfly,Style_Overall,Style_Overall/Tune-A-Video,Tune-A-Video,A blue butterfly flying over a plant,"A blue butterfly flying over a plant, in Oil painting style",4,4,4,3,4,3,4,3,3,2,3,3
4057,3.75,3.5,2.75,breakdance-flare,breakdance-flare_4_v_4,breakdance-flare,Style_Overall,Style_Overall/Tune-A-Video,Tune-A-Video,A man breakdancing in front of a building,"A man breakdancing in front of a building, in Watercolor style",4,4,4,3,3,4,4,3,2,3,3,3
4058,3.75,3,3,swing,swing_4_v_4,swing,Style_Overall,Style_Overall/Tune-A-Video,Tune-A-Video,a woman is swinging on a swing in a park,"a woman is swinging on a swing in a park, in Van Gogh style",4,4,4,3,3,3,3,3,3,3,3,3
4059,3.75,2.75,2,soccerball,soccerball_4_v_4,soccerball,Style_Overall,Style_Overall/Tune-A-Video,Tune-A-Video,"A football stopped spinning on the grass, with trees and an iron fence in the background","A football stopped spinning on the grass, with trees and an iron fence in the background, in Cartoon style",4,4,4,3,3,2,3,3,2,2,2,2
4060,3.75,2.5,2.25,people-sunset,people-sunset_4_v_4,people-sunset,Style_Overall,Style_Overall/Tune-A-Video,Tune-A-Video,A couple walking down a hill at sunset,"A couple walking down a hill at sunset, in Van Gogh style",4,4,4,3,3,2,3,2,2,2,3,2
4061,3.75,2.75,3,camel,camel_4_v_4,camel,Style_Overall,Style_Overall/Tune-A-Video,Tune-A-Video,A camel walking in an enclosure with a fence,"A camel walking in an enclosure with a fence, in Watercolor style",4,4,4,3,3,3,3,2,3,3,3,3
4062,3.75,3,2.75,horse-race,horse-race_4_v_4,horse-race,Style_Overall,Style_Overall/Tune-A-Video,Tune-A-Video,"Horses are racing in a muddy track during a rainstorm, with one horse running ahead and the others closely behind","Horses are racing in a muddy track during a rainstorm, with one horse running ahead and the others closely behind, in Abstract style",4,4,4,3,3,3,3,3,3,2,3,3
4063,3.75,2.75,2.75,bmx-rider,bmx-rider_4_v_4,bmx-rider,Style_Overall,Style_Overall/Tune-A-Video,Tune-A-Video,A skilled biker rides a bike up a ramp while performing a series of tricks,"A skilled biker rides a bike up a ramp while performing a series of tricks, in Manga style",4,4,4,3,3,3,3,2,3,3,3,2
4064,3.75,3,2.5,gym-ball,gym-ball_4_v_4,gym-ball,Style_Overall,Style_Overall/Tune-A-Video,Tune-A-Video,"A man in the gym repeatedly jumps up and down in a fast motion while holding a big ball, and then bounces it to himself","A man in the gym repeatedly jumps up and down in a fast motion while holding a big ball, and then bounces it to himself, in Watercolor style",4,4,4,3,3,3,3,3,2,3,2,3
4065,3.75,3,3,circus,circus_4_v_4,circus,Style_Overall,Style_Overall/Tune-A-Video,Tune-A-Video,A boy is flipping over a circle formed by a girl and a boy in the circus,"A boy is flipping over a circle formed by a girl and a boy in the circus, in Cartoon style",4,4,4,3,4,2,3,3,3,3,3,3
4066,4,3.25,3,snowboard-sand,snowboard-sand_4_v_4,snowboard-sand,Style_Overall,Style_Overall/Tune-A-Video,Tune-A-Video,A woman in a grey shirt is skateboarding down the sand dune,"A woman in a grey shirt is skateboarding down the sand dune, in Abstract style",4,4,4,4,3,3,4,3,3,3,3,3
4067,3.5,2,2,rollerblade,rollerblade_4_v_4,rollerblade,Style_Overall,Style_Overall/Tune-A-Video,Tune-A-Video,A girl is doing tricks on roller skates while jumping into the air in front of a graffiti wall,"A girl is doing tricks on roller skates while jumping into the air in front of a graffiti wall, in Oil painting style",4,4,3,3,2,2,2,2,2,2,2,2
4068,3.75,3.5,2.75,rhino,rhino_4_v_4,rhino,Style_Overall,Style_Overall/Tune-A-Video,Tune-A-Video,A rhino walking through a zoo enclosure with rocks and trees,"A rhino walking through a zoo enclosure with rocks and trees, in Manga style",4,4,4,3,4,4,3,3,2,3,3,3
4069,3.75,3.25,3,city-ride,city-ride_4_v_4,city-ride,Style_Overall,Style_Overall/Tune-A-Video,Tune-A-Video,A young boy rides a bike down a street with a graffiti wall,"A young boy rides a bike down a street with a graffiti wall, in Oil painting style",4,4,4,3,3,3,4,3,3,3,3,3
4070,3.5,3.25,2.75,elephant,elephant_4_v_4,elephant,Style_Overall,Style_Overall/Tune-A-Video,Tune-A-Video,"An elephant is walking in the zoo, raising dust with its trunk, with rocks and trees in the background","An elephant is walking in the zoo, raising dust with its trunk, with rocks and trees in the background, in Oil painting style",4,4,3,3,4,2,4,3,3,2,3,3
4071,3.75,3.5,3,hike,hike_4_v_4,hike,Style_Overall,Style_Overall/Tune-A-Video,Tune-A-Video,"A man carrying a backpack is walking on the mountain, stepping on rocks, with the mountain as the background","A man carrying a backpack is walking on the mountain, stepping on rocks, with the mountain as the background, in Watercolor style",4,4,4,3,4,3,4,3,3,3,3,3
4072,4,3,2.5,guitar-violin,guitar-violin_4_v_5,guitar-violin,Style_color_transfer,Style_color_transfer/Tune-A-Video,Tune-A-Video,A man dressed in a suit is playing a song on the violin in a candlelit bar,"A man dressed in a suit is playing a song on the violin in a candlelit bar, in tropical beach colors",4,4,4,4,4,2,3,3,2,2,3,3
4073,4,3.5,3.75,dolphins,dolphins_4_v_5,dolphins,Style_color_transfer,Style_color_transfer/Tune-A-Video,Tune-A-Video,Dolphins swimming in the ocean with a blue sky,"Dolphins swimming in the ocean with a blue sky, in cityscape at night colors",4,4,4,4,3,4,4,3,4,4,3,4
4074,3.75,2.75,2.75,car-turn,car-turn_4_v_5,car-turn,Style_color_transfer,Style_color_transfer/Tune-A-Video,Tune-A-Video,A suv driving down a winding road with mountains in the background,"A suv driving down a winding road with mountains in the background, in vintage postcard colors",4,4,4,3,3,2,3,3,3,2,3,3
4075,3.5,3.5,3,dancing,dancing_4_v_5,dancing,Style_color_transfer,Style_color_transfer/Tune-A-Video,Tune-A-Video,A girl and boy are dancing in a circle in front of a crowd,"A girl and boy are dancing in a circle in front of a crowd, in vintage postcard colors",4,4,3,3,4,4,3,3,3,3,3,3
4076,4,3.25,3,rollercoaster,rollercoaster_4_v_5,rollercoaster,Style_color_transfer,Style_color_transfer/Tune-A-Video,Tune-A-Video,A roller coaster is running on an orange track on a sunny day.,"A roller coaster is running on an orange track on a sunny day., in rainy day colors",4,4,4,4,4,3,3,3,3,3,3,3
4077,3.75,2.5,2.5,helicopter,helicopter_4_v_5,helicopter,Style_color_transfer,Style_color_transfer/Tune-A-Video,Tune-A-Video,A man in a yellow vest is walking while a helicopter is hovering over the airport,"A man in a yellow vest is walking while a helicopter is hovering over the airport, in winter wonderland colors",4,4,4,3,3,2,2,3,2,2,3,3
4078,3.75,3.25,2.5,koala,koala_4_v_5,koala,Style_color_transfer,Style_color_transfer/Tune-A-Video,Tune-A-Video,Koala bear climbing on a tree trunk,"Koala bear climbing on a tree trunk, in tropical beach colors",4,4,4,3,4,3,3,3,2,2,3,3
4079,3.25,3,2.25,skate-jump,skate-jump_4_v_5,skate-jump,Style_color_transfer,Style_color_transfer/Tune-A-Video,Tune-A-Video,"A skateboarder jumps over a wooden table on a concrete road, with trees in the background and the sunlight of the day","A skateboarder jumps over a wooden table on a concrete road, with trees in the background and the sunlight of the day, in grayscale",3,4,3,3,4,2,3,3,3,2,2,2
4080,3.75,3.25,2.25,monkeys,monkeys_4_v_5,monkeys,Style_color_transfer,Style_color_transfer/Tune-A-Video,Tune-A-Video,A mother monkey and a baby monkey are picking things to eat on the grassland,"A mother monkey and a baby monkey are picking things to eat on the grassland, in tropical beach colors",4,4,4,3,4,3,3,3,2,2,2,3
4081,3.75,3,2.5,crafting,crafting_4_v_5,crafting,Style_color_transfer,Style_color_transfer/Tune-A-Video,Tune-A-Video,A person is holding a pencil and crafting a model,"A person is holding a pencil and crafting a model, in winter wonderland colors",4,4,4,3,3,3,3,3,3,2,2,3
4082,3.75,3.75,2.5,planes-water,planes-water_4_v_5,planes-water,Style_color_transfer,Style_color_transfer/Tune-A-Video,Tune-A-Video,An airplane is taxiing on a wet tarmac on a cloudy day,"An airplane is taxiing on a wet tarmac on a cloudy day, in sunrise colors",4,4,4,3,5,3,4,3,2,3,2,3
4083,3.75,2.5,2.5,crossing,crossing_4_v_5,crossing,Style_color_transfer,Style_color_transfer/Tune-A-Video,Tune-A-Video,People walk across a crosswalk as a white car passes,"People walk across a crosswalk as a white car passes, in vintage postcard colors",4,4,4,3,3,2,2,3,2,3,2,3
4084,3.75,2.5,2.25,judo,judo_4_v_5,judo,Style_color_transfer,Style_color_transfer/Tune-A-Video,Tune-A-Video,Two men in white uniforms are practicing Judo inside a Karate studio,"Two men in white uniforms are practicing Judo inside a Karate studio, in cityscape at night colors",4,4,4,3,3,2,3,2,2,2,3,2
4085,3.75,3,2.75,bears-ball,bears-ball_4_v_5,bears-ball,Style_color_transfer,Style_color_transfer/Tune-A-Video,Tune-A-Video,"Three brown bears are walking and playing with a red ball on the ground covered with leaves, with the forest as the background","Three brown bears are walking and playing with a red ball on the ground covered with leaves, with the forest as the background, in autumn forest colors",4,4,4,3,4,2,3,3,3,2,3,3
4086,4,3,2.5,rallye,rallye_4_v_5,rallye,Style_color_transfer,Style_color_transfer/Tune-A-Video,Tune-A-Video,A rally car is driving down a dirt road,"A rally car is driving down a dirt road, in tropical beach colors",4,4,4,4,4,2,3,3,2,2,3,3
4087,3.75,2.5,2.25,surfer,surfer_4_v_5,surfer,Style_color_transfer,Style_color_transfer/Tune-A-Video,Tune-A-Video,A man rides a surfboard in the water while others hold onto their surfboards and watch,"A man rides a surfboard in the water while others hold onto their surfboards and watch, in cityscape at night colors",4,4,4,3,4,2,2,2,3,2,2,2
4088,3.5,2.75,3,dog-control,dog-control_4_v_5,dog-control,Style_color_transfer,Style_color_transfer/Tune-A-Video,Tune-A-Video,"A woman is walking past a black dog wearing a jacket at the airport, and the security staff is controlling the dog through a leash","A woman is walking past a black dog wearing a jacket at the airport, and the security staff is controlling the dog through a leash, in tropical beach colors",4,4,3,3,3,3,2,3,3,3,3,3
4089,3.5,3,2.25,mbike-trick,mbike-trick_4_v_5,mbike-trick,Style_color_transfer,Style_color_transfer/Tune-A-Video,Tune-A-Video,A man wearing a helmet and a white T-shirt is riding a motorcycle in a training ground to create smoke circles around him,"A man wearing a helmet and a white T-shirt is riding a motorcycle in a training ground to create smoke circles around him, in autumn forest colors",3,4,4,3,3,3,3,3,2,2,2,3
4090,3,3,2,volleyball-beach,volleyball-beach_4_v_5,volleyball-beach,Style_color_transfer,Style_color_transfer/Tune-A-Video,Tune-A-Video,A group of people playing volleyball on the beach,"A group of people playing volleyball on the beach, in sunset colors",3,3,3,3,3,3,3,3,2,2,2,2
4091,4,3.5,2.75,motorbike,motorbike_4_v_5,motorbike,Style_color_transfer,Style_color_transfer/Tune-A-Video,Tune-A-Video,Two people riding motorcycles on a road near a mountain,"Two people riding motorcycles on a road near a mountain, in rainy day colors",4,4,4,4,4,4,3,3,3,3,2,3
4092,4,3.25,3,car-shadow,car-shadow_4_v_5,car-shadow,Style_color_transfer,Style_color_transfer/Tune-A-Video,Tune-A-Video,A white car is driving down the street in front of a building,"A white car is driving down the street in front of a building, in sunset colors",4,4,4,4,4,3,3,3,3,3,3,3
4093,4,3.5,2.75,boat,boat_4_v_5,boat,Style_color_transfer,Style_color_transfer/Tune-A-Video,Tune-A-Video,A white boat is seen moving quickly through the water in an area surrounded by desert and mountains,"A white boat is seen moving quickly through the water in an area surrounded by desert and mountains, in sunset colors",4,4,4,4,4,4,3,3,3,3,2,3
4094,3.75,3.25,2.25,train,train_4_v_5,train,Style_color_transfer,Style_color_transfer/Tune-A-Video,Tune-A-Video,"A model train set with a train on the tracks, next to a model village","A model train set with a train on the tracks, next to a model village, in tropical beach colors",4,4,4,3,3,4,3,3,1,3,2,3
4095,3.75,2.5,2.5,boxing-fisheye,boxing-fisheye_4_v_5,boxing-fisheye,Style_color_transfer,Style_color_transfer/Tune-A-Video,Tune-A-Video,A boxing match between two young men is taking place in an outdoor ring while a crowd of people watches,"A boxing match between two young men is taking place in an outdoor ring while a crowd of people watches, in tropical beach colors",4,4,4,3,2,2,3,3,2,2,3,3
4096,1.75,1.5,1.25,hurdles-race,hurdles-race_4_v_6,hurdles-race,Multi-entity,Multi-entity/Tune-A-Video,Tune-A-Video,A group of women are running on an athletic track while jumping over hurdles as an audience watches on,A group of robots are running on a sandy track while jumping over colorful hurdles as an audience watches on,2,1,1,3,2,1,1,2,1,1,1,2
4097,2.5,2,1.5,butterfly,butterfly_4_v_6,butterfly,Multi-entity,Multi-entity/Tune-A-Video,Tune-A-Video,A blue butterfly flying over a plant,A yellow butterfly flying over a flower,2,3,2,3,3,2,1,2,1,2,1,2
4098,1.75,1.75,1.75,scooter-black,scooter-black_4_v_6,scooter-black,Multi-entity,Multi-entity/Tune-A-Video,Tune-A-Video,"A group of men on motorbikes speed away from the camera, followed by one person on a white bike","A group of clowns on Harley-Davidson motorbikes speed away from the camera, followed by one person on a white sport bike",1,3,1,2,2,2,1,2,2,2,1,2
4099,3,1.75,1.5,kart-turn,kart-turn_4_v_6,kart-turn,Multi-entity,Multi-entity/Tune-A-Video,Tune-A-Video,A a boy on a go kart riding quickly on a race track,A girl on a scooter riding quickly on a sand track,3,3,3,3,2,2,1,2,1,2,1,2
4100,1.5,1.5,1.25,inflatable,inflatable_4_v_6,inflatable,Multi-entity,Multi-entity/Tune-A-Video,Tune-A-Video,Three kids play on an inflatable bouncy house,Three men play on an inflatable water slide,1,2,1,2,2,1,1,2,1,1,1,2
4101,2.5,1.25,1.25,city-ride,city-ride_4_v_6,city-ride,Multi-entity,Multi-entity/Tune-A-Video,Tune-A-Video,A young boy rides a bike down a street with a graffiti wall,A young girl rides a scooter down a street with a colorful mural wall,2,2,3,3,1,1,1,2,1,1,1,2
4102,2.25,1.25,1.25,guitar-violin,guitar-violin_4_v_6,guitar-violin,Multi-entity,Multi-entity/Tune-A-Video,Tune-A-Video,A man dressed in a suit is playing a song on the violin in a candlelit bar,A robot dressed in a suit is playing a song on the green violin in a rooftop bar with a stunning view of the city skyline,2,2,2,3,1,1,1,2,1,1,1,2
4103,2.25,1.75,2,trucks-race,trucks-race_4_v_6,trucks-race,Multi-entity,Multi-entity/Tune-A-Video,Tune-A-Video,Trucks are racing on a track,Mud trucks are racing on a snowy track,3,2,2,2,3,1,1,2,3,1,2,2
4104,3.25,2,2,hockey,hockey_4_v_6,hockey,Multi-entity,Multi-entity/Tune-A-Video,Tune-A-Video,"A roller hockey player in protective gear, balancing on his knees, is defending the goal in a park","A robot in protective gear, balancing on his knees, is defending the goal in a desert",5,2,3,3,3,2,1,2,3,2,1,2
4105,4,2.75,2.75,kite-walk,kite-walk_4_v_6,kite-walk,Multi-entity,Multi-entity/Tune-A-Video,Tune-A-Video,"A man is walking backwards on the sandy beach by the sea, holding a paddle in his hand and a rope tied to his body","A robot is walking backwards on the rocky beach by the sea, holding a surfboard in its hand and a rope tied to its body",5,3,4,4,4,2,2,3,4,2,2,3
4106,3.25,1.75,2.25,puppet,puppet_4_v_6,puppet,Multi-entity,Multi-entity/Tune-A-Video,Tune-A-Video,"A puppet is being moved by strings, playing a guitar next to a green blanket","A statue is being moved by strings, playing a guitar next to a blue blanket",3,3,4,3,1,1,2,3,1,2,3,3
4107,2.75,2.5,2,boxing,boxing_4_v_6,boxing,Multi-entity,Multi-entity/Tune-A-Video,Tune-A-Video,Two boxers are boxing in the ring,Two robots are boxing on the mountain,3,2,3,3,3,2,2,3,2,2,2,2
4108,1.5,1.25,1.25,curling,curling_4_v_6,curling,Multi-entity,Multi-entity/Tune-A-Video,Tune-A-Video,"A group of women in blue and yellow striped clothing are pushing a curling stone, with a stadium full of spectators in the background","A group of robots in blue and yellow striped clothing are pushing a basketball, with a parking lot full of aliens in the background",1,1,1,3,1,1,1,2,1,1,1,2
4109,3.25,2,1.75,bmx-rider,bmx-rider_4_v_6,bmx-rider,Multi-entity,Multi-entity/Tune-A-Video,Tune-A-Video,A skilled biker rides a bike up a ramp while performing a series of tricks,A woman rides a bike up a sand dune while performing a series of tricks,3,3,4,3,1,2,2,3,1,2,1,3
4110,2.5,2,2,camel,camel_4_v_6,camel,Multi-entity,Multi-entity/Tune-A-Video,Tune-A-Video,A camel walking in an enclosure with a fence,A giraffe walking in a desert with a fence,2,2,3,3,2,2,2,2,2,2,2,2
4111,2,2.25,1.75,elephant,elephant_4_v_6,elephant,Multi-entity,Multi-entity/Tune-A-Video,Tune-A-Video,"An elephant is walking in the zoo, raising dust with its trunk, with rocks and trees in the background","A giraffe is walking in the zoo, raising dust with its trunk, with grass and ponds in the background",2,2,2,2,3,2,2,2,3,1,1,2
